[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
MARTINEZ CARLOS;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<BACH2> Bachelor 2 Gr01;Business Intelligence;31/03/2026;18:30:00;1;ECE BACHELOR;Coeur defense;5156.03
GULDNER NAJMA;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<BACH3> Bachelor 3 Gr01;Machine Learning;31/03/2026;19:45:00;1;ECE MASTER;Coeur defense;5154.03
HAJ HAMAD IMEN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Mecanique des fluides;31/03/2026;13:00:00;2;ECE PREPA;Coeur defense;5246.02
THOMAS ALICE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr03;Conception numerique sur FPGA;31/03/2026;18:30:00;1;ECE INGENIEUR;Coeur defense;5245.01
MICHEL PIERRE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing3 Gr01;Entrepreneuriat;31/03/2026;15:15:00;1;ECE BACHELOR;Coeur defense;5264.05
FONTAINE ANNA;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<BACH1> Bachelor 1 Gr02;Robotique;31/03/2026;17:30:00;2;ECE INGENIEUR;Coeur defense;5263.02
BENALI KARIM;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<CLASSES> Ing3 Gr03;Business Intelligence;31/03/2026;19:45:00;1;ECE BACHELOR;Coeur defense;5251.05
KHOURY CLAUDE;E5-S-2.05 (F) (49);<MAST1> Master 1 Cybersec;DevOps et CI/CD;31/03/2026;14:00:00;1;ECE MASTER;Eiffel 5;5142.05
ROUSSEAU LISA;E5-S-2.05 (F) (49);<CLASSES> Ing4 Gr02;Traitement du signal;31/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 5;5141.02
LEFEBVRE JULIE;E5-S-2.05 (F) (49);<CLASSES> Ing2 Gr04;Architecture logicielle;31/03/2026;19:45:00;1;ECE MASTER;Eiffel 5;5140.04
WILSON JAMES;E5-S-3.01 (M) (52);<PREPA2> Prepa 2eme annee Gr01;Electronique de puissance;31/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 5;5139.01
DAVID SARAH;E5-S-3.01 (M) (52);<MAST1> Master 1 Cybersec;Physique PREPA;31/03/2026;18:30:00;1;ECE PREPA;Eiffel 5;5138.02
LEROY INÈS;G4-H18 (M) (40);<BACH1> Bachelor 1 Gr01;Mathematiques PREPA;31/03/2026;08:30:00;1;ECE PREPA;Bacalan (H18);5204.03
ROUX NICOLAS;G4-H18 (M) (40);<BACH1> Bachelor 1 Gr03;Conception numerique sur FPGA;31/03/2026;13:00:00;2;ECE INGENIEUR;Bacalan (H18);5205.01
THOMAS ALICE;G4-H18 (M) (40);<CLASSES> Ing2 Gr01;Mathematiques PREPA;31/03/2026;17:30:00;2;ECE PREPA;Bacalan (H18);5203.01
WILSON JAMES;G4-H18 (M) (40);<CLASSES> Ing2 Gr05;Entrepreneuriat;31/03/2026;19:45:00;1;ECE BACHELOR;Bacalan (H18);5202.04
FONTAINE ANNA;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing3 Gr03;Chimie PREPA;31/03/2026;19:45:00;1;ECE PREPA;Eiffel 2;5212.03
NGUYEN THANH;Salle - A-306 (M) (35) (Jabra);<MAST1> Master 1 DataScience;Marketing digital;31/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 2;5158.04
MOREAU EMILIE;Salle - A-307 (F) (42) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;31/03/2026;13:00:00;2;ECE PREPA;Eiffel 2;5153.03
MULLER STEFAN;Salle - A-308 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Physique PREPA;31/03/2026;08:30:00;1;ECE PREPA;Eiffel 2;5259.04
MARTIN SOPHIE;Salle - A-308 (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr02;Cloud Computing;31/03/2026;18:30:00;2;ECE MASTER;Eiffel 2;5260.03
MICHEL PIERRE;Salle - A-310 (F) (46) (Meet-up);<MAST1> Master 1 Cybersec;Machine Learning;31/03/2026;08:30:00;2;ECE MASTER;Eiffel 2;5178.01
LEFEBVRE JULIE;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Finance d'entreprise;31/03/2026;13:00:00;2;ECE BACHELOR;Eiffel 2;5175.03
DUBOIS LUCAS;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;NLP;31/03/2026;17:30:00;1;ECE MASTER;Eiffel 2;5176.04
KHOURY CLAUDE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing4 Gr02;Physique PREPA;31/03/2026;18:30:00;1;ECE PREPA;Eiffel 2;5179.05
VIDAL PAULINE;Salle - A-310 (F) (46) (Meet-up);<MAST2> Master 2 DevOps;Informatique PREPA;31/03/2026;19:45:00;1;ECE PREPA;Eiffel 2;5177.02
MULLER STEFAN;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing2 Gr05;Machine Learning;31/03/2026;10:45:00;1;ECE MASTER;Eiffel 2;5230.04
HAJ HAMAD IMEN;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing3 Gr01;Communication;31/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 2;5229.01
WILSON JAMES;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing3 Gr03;Machine Learning;31/03/2026;08:30:00;2;ECE MASTER;Eiffel 2;5190.03
MOKHBER ARASH;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<MAST1> Master 1 DataScience;Management;31/03/2026;10:45:00;2;ECE BACHELOR;Eiffel 2;5189.05
PETIT ANTOINE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing3 Gr03;Droit des affaires;31/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;5191.01
HAJ HAMAD IMEN;Salle - B-305 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Chimie PREPA;31/03/2026;10:45:00;2;ECE PREPA;Eiffel 2;5272.03
MULLER STEFAN;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Economie d'entreprise;31/03/2026;13:00:00;2;ECE BACHELOR;Eiffel 2;5273.04
HAJ HAMAD IMEN;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Electrostatique;31/03/2026;15:15:00;1;ECE PREPA;Eiffel 2;5274.01
ROUX NICOLAS;Salle - B-305 (F) (40) (Meet-up);<MAST1> Master 1 DataScience;Electronique de puissance;31/03/2026;18:30:00;1;ECE INGENIEUR;Eiffel 2;5270.02
LEROY INÈS;Salle - B-305 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Computer Vision;31/03/2026;19:45:00;1;ECE MASTER;Eiffel 2;5271.01
PETIT ANTOINE;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing3 Gr02;Conception numerique sur FPGA;31/03/2026;14:00:00;2;ECE INGENIEUR;Eiffel 2;5257.01
VINCENT MARC;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing3 Gr01;DevOps et CI/CD;31/03/2026;18:30:00;1;ECE MASTER;Eiffel 2;5258.01
ROUX NICOLAS;Salle - F-301 (M) (28) (Jabra);<BACH1> Bachelor 1 Gr02;Communication;31/03/2026;15:15:00;1;ECE BACHELOR;Lyon Universite (25);5214.03
GULDNER NAJMA;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing3 Gr02;Ressources humaines;31/03/2026;19:45:00;1;ECE BACHELOR;Lyon Universite (25);5213.04
CHEVALIER MAXIME;Salle - F-302 (M) (36) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Economie d'entreprise;31/03/2026;17:30:00;2;ECE BACHELOR;Lyon Universite (25);5211.01
SIMON THOMAS;Salle - F-304 (F) (49) (Meet-up);<MAST1> Master 1 DataScience;NLP;31/03/2026;08:30:00;2;ECE MASTER;Lyon Universite (25);5199.04
MARTIN SOPHIE;Salle - F-304 (F) (49) (Meet-up);<BACH2> Bachelor 2 Gr01;Computer Vision;31/03/2026;18:30:00;1;ECE MASTER;Lyon Universite (25);5200.05
LEFEBVRE JULIE;Salle - F-305 (F) (50) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Finance d'entreprise;31/03/2026;08:30:00;2;ECE BACHELOR;Lyon Universite (25);5222.01
LAMBERT HUGO;Salle - F-305 (F) (50) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Gestion de projet;31/03/2026;10:45:00;1;ECE BACHELOR;Lyon Universite (25);5218.03
LEROY INÈS;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing4 Gr02;Data Science avancee;31/03/2026;13:00:00;2;ECE MASTER;Lyon Universite (25);5221.05
GULDNER NAJMA;Salle - F-305 (F) (50) (Meet-up);<BACH1> Bachelor 1 Gr03;Blockchain et cryptographie;31/03/2026;17:30:00;1;ECE MASTER;Lyon Universite (25);5219.02
LAURENT MARIE;Salle - F-305 (F) (50) (Meet-up);<MAST2> Master 2 DevOps;Business Intelligence;31/03/2026;18:30:00;1;ECE BACHELOR;Lyon Universite (25);5220.02
LEFEBVRE JULIE;Salle - G-301 (M) (32) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Microcontroleurs;31/03/2026;13:00:00;2;ECE INGENIEUR;Lyon Universite (25);5161.03
BERNARD CLAIRE;Salle - G-301 (M) (32) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Mecanique des fluides;31/03/2026;14:00:00;2;ECE PREPA;Lyon Universite (25);5160.02
KHOURY CLAUDE;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing4 Gr01;Ressources humaines;31/03/2026;15:15:00;1;ECE BACHELOR;Lyon Universite (25);5159.04
FONTAINE ANNA;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing2 Gr03;Droit des affaires;31/03/2026;17:30:00;2;ECE BACHELOR;Lyon Universite (25);5162.02
MICHEL PIERRE;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing3 Gr01;Traitement du signal;31/03/2026;17:30:00;2;ECE INGENIEUR;Lyon Universite (25);5240.01
MARTIN SOPHIE;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing2 Gr04;Energie renouvelable;31/03/2026;18:30:00;1;ECE INGENIEUR;Lyon Universite (25);5239.01
LECLERC PAUL;Salle - H-401 (M) (40) (Meet-up);<CLASSES> Ing2 Gr02;Chimie PREPA;31/03/2026;08:30:00;2;ECE PREPA;Lyon Universite (25);5182.03
NGUYEN THANH;Salle - H-401 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;DevOps et CI/CD;31/03/2026;10:45:00;2;ECE MASTER;Lyon Universite (25);5180.01
DUBOIS LUCAS;Salle - H-401 (M) (40) (Meet-up);<CLASSES> Ing3 Gr01;Blockchain et cryptographie;31/03/2026;13:00:00;1;ECE MASTER;Lyon Universite (25);5181.03
KHOURY CLAUDE;Salle - H-401 (M) (40) (Meet-up);<MAST2> Master 2 DevOps;Finance d'entreprise;31/03/2026;18:30:00;2;ECE BACHELOR;Lyon Universite (25);5183.04
MICHEL PIERRE;Salle - I-401 (Labo) (F) (40);<BACH1> Bachelor 1 Gr03;Physique PREPA;31/03/2026;08:30:00;2;ECE PREPA;Eiffel 4;5195.02
DUBOIS LUCAS;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing2 Gr03;Architecture logicielle;31/03/2026;17:30:00;1;ECE MASTER;Eiffel 4;5198.01
MARTIN SOPHIE;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing2 Gr04;Ressources humaines;31/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 4;5196.05
ROUX NICOLAS;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing3 Gr03;Management;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;5197.02
HAJ HAMAD IMEN;Salle - I-402 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Electrostatique;31/03/2026;10:45:00;2;ECE PREPA;Eiffel 4;5223.02
MARTINEZ CARLOS;Salle - I-402 (M) (40) (Meet-up);<CLASSES> Ing2 Gr04;Reseaux et telecoms;31/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 4;5224.01
CHEVALIER MAXIME;Salle - I-402 (M) (40) (Meet-up);<CLASSES> Ing2 Gr06;Conception numerique sur FPGA;31/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 4;5225.05
FONTAINE ANNA;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr06;Systemes embarques;31/03/2026;13:00:00;2;ECE INGENIEUR;Eiffel 4;5184.05
HAJ HAMAD IMEN;Salle - I-405 (M) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Business Intelligence;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;5185.05
GARCIA ELENA;Salle - I-406 (M) (33);<PREPA2> Prepa 2eme annee Gr01;Thermodynamique;31/03/2026;13:00:00;1;ECE PREPA;Eiffel 4;5210.02
MOKHBER ARASH;Salle - I-407 (M) (40);<PREPA1> Prepa 1ere annee Gr02;NLP;31/03/2026;17:30:00;1;ECE MASTER;Eiffel 4;5248.02
BENALI KARIM;Salle - I-407 (M) (40);<BACH2> Bachelor 2 Gr02;Protocoles IoT;31/03/2026;18:30:00;1;ECE INGENIEUR;Eiffel 4;5247.01
LEROY INÈS;Salle - I-407 (M) (40);<MAST2> Master 2 DevOps;Blockchain et cryptographie;31/03/2026;19:45:00;1;ECE MASTER;Eiffel 4;5249.02
BERNARD CLAIRE;Salle - I-408 (M) (28);<BACH2> Bachelor 2 Gr01;Electronique ING2;31/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 4;5164.02
BERNARD CLAIRE;Salle - I-408 (M) (28);<BACH2> Bachelor 2 Gr02;Electrostatique;31/03/2026;10:45:00;1;ECE PREPA;Eiffel 4;5163.03
CHEVALIER MAXIME;Salle - I-408 (M) (28);<CLASSES> Ing4 Gr01;Audit SI;31/03/2026;17:30:00;1;ECE MASTER;Eiffel 4;5165.01
BENALI KARIM;Salle - I-408 (M) (28);<MAST1> Master 1 DataScience;Computer Vision;31/03/2026;18:30:00;1;ECE MASTER;Eiffel 4;5166.05
ROUSSEAU LISA;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr03;Entrepreneuriat;31/03/2026;13:00:00;1;ECE BACHELOR;Eiffel 4;5167.04
ROUX NICOLAS;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing2 Gr01;Microcontroleurs;31/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 4;5168.05
NGUYEN THANH;Salle - J-504 (M) (62) (Meet-up);<MAST1> Master 1 DataScience;Business Intelligence;31/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 4;5171.03
KHOURY CLAUDE;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing3 Gr02;Reseaux et telecoms;31/03/2026;17:30:00;1;ECE INGENIEUR;Eiffel 4;5169.02
DUBOIS LUCAS;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing3 Gr02;Gestion de projet;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;5170.03
ROUX NICOLAS;Salle 102 - 136 QDC (F) (71);<PREPA1> Prepa 1ere annee Gr02;Economie d'entreprise;31/03/2026;10:45:00;2;ECE BACHELOR;Chartrons(136);5173.01
THOMAS ALICE;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing4 Gr02;Chimie PREPA;31/03/2026;08:30:00;2;ECE PREPA;Chartrons(136);5234.05
LAMBERT HUGO;Salle 106 - 136 QDC (F) (81);<Ing2 NVX> Ing2 Nouveaux;IA Ingenieur;31/03/2026;10:45:00;1;ECE INGENIEUR;Chartrons(136);5231.04
FONTAINE ANNA;Salle 106 - 136 QDC (F) (81);<MAST2> Master 2 DevOps;Anglais PREPA;31/03/2026;15:15:00;2;ECE PREPA;Chartrons(136);5232.01
MOKHBER ARASH;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing3 Gr02;IA Ingenieur;31/03/2026;19:45:00;1;ECE INGENIEUR;Chartrons(136);5233.04
BENALI KARIM;Salle 107 - 136 QDC (F) (61);<BACH1> Bachelor 1 Gr01;Entrepreneuriat;31/03/2026;13:00:00;2;ECE BACHELOR;Chartrons(136);5201.03
ROBIN CAMILLE;Salle 108 - 136 QDC (40);<PREPA2> Prepa 2eme annee Gr02;Thermodynamique;31/03/2026;14:00:00;1;ECE PREPA;Chartrons(136);5262.01
MICHEL PIERRE;Salle 108 - 136 QDC (40);<BACH2> Bachelor 2 Gr01;Cloud Computing;31/03/2026;17:30:00;2;ECE MASTER;Chartrons(136);5261.02
LAURENT MARIE;Salle 109 - 136 QDC (40);<CLASSES> Ing2 Gr01;Gestion de projet;31/03/2026;17:30:00;2;ECE BACHELOR;Chartrons(136);5194.03
LAURENT MARIE;Salle 109 - 136 QDC (40);<BACH1> Bachelor 1 Gr03;Business Intelligence;31/03/2026;18:30:00;2;ECE BACHELOR;Chartrons(136);5192.05
LECLERC PAUL;Salle 109 - 136 QDC (40);<Ing2 NVX> Ing2 Nouveaux;Reseaux et telecoms;31/03/2026;19:45:00;1;ECE INGENIEUR;Chartrons(136);5193.05
LEFEBVRE JULIE;Salle C-0.13 - E3 (40);<BACH1> Bachelor 1 Gr02;Mathematiques PREPA;31/03/2026;10:45:00;2;ECE PREPA;Eiffel 3;5172.05
ROUX NICOLAS;Salle C-0.14 - E3 (40);<PREPA2> Prepa 2eme annee Gr02;Comptabilite analytique;31/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;5255.05
ROUX NICOLAS;Salle C-0.14 - E3 (40);<BACH1> Bachelor 1 Gr03;Protocoles IoT;31/03/2026;18:30:00;2;ECE INGENIEUR;Eiffel 3;5256.01
DAVID SARAH;Salle C-1.07 - E3 (M) (40);<BACH1> Bachelor 1 Gr01;Conception numerique sur FPGA;31/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 3;5266.01
ROUX NICOLAS;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr05;Conception numerique sur FPGA;31/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 3;5268.01
DUBOIS LUCAS;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cloud;Robotique;31/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 3;5267.01
BERNARD CLAIRE;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr02;Automatique;31/03/2026;17:30:00;2;ECE INGENIEUR;Eiffel 3;5265.02
DUBOIS LUCAS;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cloud;Finance d'entreprise;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 3;5269.03
MARTIN SOPHIE;Salle C-2.01 - E3 (M) (44);<CLASSES> Ing2 Gr05;Audit SI;31/03/2026;14:00:00;2;ECE MASTER;Eiffel 3;5250.02
MICHEL PIERRE;Salle C-2.03 - E3 (F) (36) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Business Intelligence;31/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;5237.03
VINCENT MARC;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing4 Gr02;Traitement du signal;31/03/2026;13:00:00;2;ECE INGENIEUR;Eiffel 3;5235.04
MOREAU EMILIE;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing2 Gr01;DevOps et CI/CD;31/03/2026;15:15:00;1;ECE MASTER;Eiffel 3;5238.03
BERNARD CLAIRE;Salle C-2.03 - E3 (F) (36) (Meet-up);<MAST2> Master 2 IA;Chimie PREPA;31/03/2026;17:30:00;1;ECE PREPA;Eiffel 3;5236.05
DUBOIS LUCAS;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Comptabilite analytique;31/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 1;5252.05
GARCIA ELENA;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Mecanique des fluides;31/03/2026;10:45:00;2;ECE PREPA;Eiffel 1;5253.04
KHOURY CLAUDE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Entrepreneuriat;31/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 1;5254.05
MOKHBER ARASH;Salle EM220 - E1 (M) (48);<MAST1> Master 1 Cybersec;Traitement du signal;31/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 1;5143.03
DUPONT JEAN;Salle EM220 - E1 (M) (48);<CLASSES> Ing4 Gr02;Systemes embarques;31/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 1;5144.01
LAURENT MARIE;Salle EM220 - E1 (M) (48);<BACH2> Bachelor 2 Gr01;Gestion de projet;31/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;5147.01
GARCIA ELENA;Salle EM220 - E1 (M) (48);<BACH3> Bachelor 3 Gr01;Economie d'entreprise;31/03/2026;18:30:00;2;ECE BACHELOR;Eiffel 1;5145.01
PETIT ANTOINE;Salle EM220 - E1 (M) (48);<BACH3> Bachelor 3 Gr01;Business Intelligence;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;5146.03
CHEVALIER MAXIME;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Robotique;31/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 1;5227.03
ROUSSEAU LISA;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;IA Ingenieur;31/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;5226.04
MOREAU EMILIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Marketing digital;31/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 1;5228.05
FONTAINE ANNA;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Marketing digital;31/03/2026;13:00:00;1;ECE BACHELOR;Eiffel 1;5244.01
DUPONT JEAN;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr06;Machine Learning;31/03/2026;14:00:00;1;ECE MASTER;Eiffel 1;5243.05
LAMBERT HUGO;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Analyse et algebre;31/03/2026;17:30:00;1;ECE PREPA;Eiffel 1;5241.05
WILSON JAMES;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Comptabilite analytique;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;5242.02
PETIT ANTOINE;Salle EM317 - E1 (M) (49);<CLASSES> Ing3 Gr01;Thermodynamique;31/03/2026;10:45:00;1;ECE PREPA;Eiffel 1;5186.05
NGUYEN THANH;Salle EM317 - E1 (M) (49);<MAST1> Master 1 DataScience;Management;31/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;5187.04
ROBIN CAMILLE;Salle EM317 - E1 (M) (49);<CLASSES> Ing2 Gr06;Droit des affaires;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;5188.04
VINCENT MARC;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Informatique PREPA;31/03/2026;13:00:00;2;ECE PREPA;Eiffel 1;5216.01
HAJ HAMAD IMEN;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cybersec;Data Science avancee;31/03/2026;17:30:00;1;ECE MASTER;Eiffel 1;5217.04
LEFEBVRE JULIE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr03;Marketing digital;31/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;5215.04
ROBIN CAMILLE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing2 Gr05;Mathematiques PREPA;31/03/2026;13:00:00;1;ECE PREPA;Eiffel 1;5206.01
LEFEBVRE JULIE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing4 Gr02;Analyse et algebre;31/03/2026;14:00:00;1;ECE PREPA;Eiffel 1;5209.05
MICHEL PIERRE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<BACH2> Bachelor 2 Gr02;Computer Vision;31/03/2026;15:15:00;2;ECE MASTER;Eiffel 1;5208.03
MOKHBER ARASH;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<MAST2> Master 2 DevOps;Analyse et algebre;31/03/2026;17:30:00;2;ECE PREPA;Eiffel 1;5207.02
DAVID SARAH;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<BACH1> Bachelor 1 Gr01;RGPD et conformite;01/04/2026;19:45:00;1;ECE MASTER;Coeur defense;5295.01
GARCIA ELENA;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<MAST2> Master 2 DevOps;Conception numerique sur FPGA;01/04/2026;08:30:00;1;ECE INGENIEUR;Coeur defense;5333.03
DUPONT JEAN;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<BACH3> Bachelor 3 Gr01;Automatique;01/04/2026;10:45:00;1;ECE INGENIEUR;Coeur defense;5334.01
THOMAS ALICE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Entrepreneuriat;01/04/2026;14:00:00;1;ECE BACHELOR;Coeur defense;5332.03
BERNARD CLAIRE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr06;Gestion de projet;01/04/2026;17:30:00;2;ECE BACHELOR;Coeur defense;5335.03
CHEVALIER MAXIME;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<MAST1> Master 1 Cloud;Conception numerique sur FPGA;01/04/2026;18:30:00;2;ECE INGENIEUR;Coeur defense;5331.03
HAJ HAMAD IMEN;E5-S-2.05 (F) (49);<BACH1> Bachelor 1 Gr03;Mathematiques PREPA;01/04/2026;10:45:00;2;ECE PREPA;Eiffel 5;5291.05
MOREAU EMILIE;E5-S-2.05 (F) (49);<PREPA1> Prepa 1ere annee Gr01;Mathematiques PREPA;01/04/2026;15:15:00;2;ECE PREPA;Eiffel 5;5292.05
FONTAINE ANNA;E5-S-2.05 (F) (49);<BACH3> Bachelor 3 Gr01;Ressources humaines;01/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 5;5290.02
KHOURY CLAUDE;E5-S-2.05 (F) (49);<CLASSES> Ing2 Gr02;Computer Vision;01/04/2026;19:45:00;1;ECE MASTER;Eiffel 5;5289.03
ROUSSEAU LISA;E5-S-3.01 (M) (52);<CLASSES> Ing2 Gr02;Blockchain et cryptographie;01/04/2026;08:30:00;1;ECE MASTER;Eiffel 5;5321.05
LEROY INÈS;E5-S-3.01 (M) (52);<CLASSES> Ing2 Gr06;Entrepreneuriat;01/04/2026;13:00:00;2;ECE BACHELOR;Eiffel 5;5320.05
LECLERC PAUL;E5-S-3.01 (M) (52);<Ing2 NVX> Ing2 Nouveaux;Blockchain et cryptographie;01/04/2026;15:15:00;2;ECE MASTER;Eiffel 5;5319.01
ROUX NICOLAS;E5-S-3.01 (M) (52);<MAST1> Master 1 Cybersec;Thermodynamique;01/04/2026;17:30:00;1;ECE PREPA;Eiffel 5;5322.04
